gender,city,state,zip,job,category,amt,is_fraud,age
M,Lawrence,MA,1843,Geoscientist,gas_transport,66.22,0,41
F,Noonan,ND,58765,Industrial/product designer,personal_care,5.63,0,58
F,May,TX,76857,Corporate investment banker,travel,2.22,0,61
F,Pembroke Township,IL,60958,"Psychotherapist, child",entertainment,110.07,0,22
F,Bauxite,AR,72011,"Scientist, audiological",personal_care,65.32,0,51
F,Juliette,GA,31046,Theatre manager,shopping_pos,3.36,0,36
M,Port Ewen,NY,12466,Heritage manager,health_fitness,32.17,0,60
M,Clarinda,IA,51632,IT trainer,grocery_pos,46.44,0,36
F,Stayton,OR,97383,"Engineer, biomedical",kids_pets,36.86,0,58
M,Bowdoin,ME,4287,"Engineer, electronics",personal_care,8.25,0,29
M,Carroll,NE,68723,Metallurgist,food_dining,66.94,0,51
F,Ruidoso,NM,88355,Licensed conveyancer,gas_transport,41.45,0,26
M,Pueblo,CO,81005,Further education lecturer,food_dining,40.74,0,38
F,Center Point,WV,26339,Chief Executive Officer,shopping_pos,1.97,0,55
M,Marienville,PA,16239,"Copywriter, advertising",food_dining,52.42,0,64
F,Lahoma,OK,73754,"Programme researcher, broadcasting/film/video",gas_transport,55.06,0,74
F,Center Point,WV,26339,Chief Executive Officer,misc_net,19.21,0,55
F,Gardiner,OR,97441,"Engineer, maintenance",grocery_pos,111.46,0,70
M,Spring Church,PA,15686,Public relations account executive,shopping_net,22.79,0,29
M,Easton,KS,66020,Air broker,kids_pets,46.73,0,44
M,Oxford,MI,48371,Agricultural consultant,entertainment,4.45,0,66
M,Lake Jackson,TX,77566,Futures trader,travel,4.4,0,27
M,Glendale,CA,91206,Advertising account planner,grocery_pos,85.07,0,44
M,Auburn,ME,4210,Tourist information centre manager,gas_transport,78.52,0,68
F,Gaithersburg,MD,20882,Clinical biochemist,kids_pets,115.45,0,90
F,Stirling,NJ,7980,Science writer,home,23.7,0,57
M,Payson,IL,62360,Exhibition designer,health_fitness,1.25,0,57
M,Doe Hill,VA,24433,Dance movement psychotherapist,grocery_pos,104.41,0,40
M,Boonton,NJ,7005,"Psychologist, sport and exercise",food_dining,10.88,0,33
M,Sea Island,GA,31561,"Engineer, structural",misc_pos,5.1,0,63
F,Rocky Mount,MO,65072,Tax inspector,shopping_pos,1.28,0,38
F,Cottekill,NY,12419,Comptroller,misc_pos,38.38,0,36
M,Bowdoin,ME,4287,"Engineer, electronics",food_dining,25.94,0,29
F,Clarks Mills,PA,16114,Energy manager,food_dining,8.18,0,29
M,Sacramento,CA,95827,Magazine features editor,shopping_net,6.75,0,47
M,West Hartford,VT,5084,"Development worker, community",food_dining,56.99,0,37
M,Luzerne,MI,48636,General practice doctor,gas_transport,65.36,0,84
F,Tomahawk,WI,54487,Seismic interpreter,shopping_net,1.14,0,29
M,Bessemer,AL,35022,Radio broadcast assistant,health_fitness,27.52,0,37
M,Greenville,OH,45331,Media planner,misc_pos,2.12,0,55
M,Edinburg,VA,22824,"Designer, multimedia",travel,5.24,0,79
F,Oran,IA,50664,Sports administrator,grocery_pos,99.65,0,54
M,Crownpoint,NM,87313,IT consultant,home,120.09,0,37
F,Breesport,NY,14816,Psychotherapist,gas_transport,77.33,0,35
F,Mendon,UT,84325,"Scientist, audiological",kids_pets,37.8,0,63
F,May,TX,76857,Corporate investment banker,home,22.21,0,61
M,Humble,TX,77338,Tax adviser,entertainment,76.42,0,36
M,Sontag,MS,39665,"Librarian, academic",grocery_pos,152.44,0,68
F,Roosevelt,OK,73564,Amenity horticulturist,shopping_pos,207.33,0,56
F,Mulberry Grove,IL,62262,Race relations officer,entertainment,80.16,0,52
F,Waupaca,WI,54981,"Engineer, civil (contracting)",misc_pos,195.65,0,90
M,Desdemona,TX,76445,Clothing/textile technologist,shopping_pos,710.12,1,48
F,Smith River,CA,95567,Web designer,entertainment,10.15,0,43
F,Cherokee Village,AR,72529,Pharmacologist,food_dining,66.01,0,49
M,Tamaroa,IL,62888,"Development worker, community",personal_care,60.95,0,65
F,Moro,IL,62067,"Buyer, industrial",gas_transport,67.08,0,54
M,Tallmansville,WV,26237,Accounting technician,kids_pets,53.41,0,59
M,Schaumburg,IL,60193,Claims inspector/assessor,gas_transport,65.51,0,57
M,West Harrison,NY,10604,Lexicographer,entertainment,48.37,0,49
F,Dell City,TX,79837,Hydrogeologist,misc_net,177.44,0,81
M,June Lake,CA,93529,Health service manager,home,94.87,0,99
F,Cascade Locks,OR,97014,Barrister,travel,3.18,0,90
M,Southfield,MI,48034,"Engineer, automotive",grocery_net,62.59,0,52
M,Thida,AR,72165,Careers information officer,entertainment,44.66,0,26
M,Holliday,TX,76366,Chief Technology Officer,shopping_net,2.71,0,62
M,Luray,MO,63453,Town planner,food_dining,95.34,0,60
M,Weeping Water,NE,68463,Dealer,entertainment,98.66,0,75
M,Newberg,OR,97132,Research scientist (physical sciences),shopping_pos,9.46,0,49
F,West Finley,PA,15377,Theme park manager,shopping_pos,112.63,0,31
F,Bridgeport,NJ,8014,"Engineer, control and instrumentation",grocery_net,73.78,0,46
M,Freedom,WY,83120,"Education officer, museum",gas_transport,63.57,0,59
M,Brooklin,ME,4616,"Loss adjuster, chartered",home,71.05,0,52
M,Methuen,MA,1844,Market researcher,grocery_pos,45.91,0,46
M,Murrayville,IL,62668,Commercial/residential surveyor,personal_care,9.45,0,23
M,Key West,FL,33040,Town planner,entertainment,25.36,0,39
F,Dongola,IL,62926,Scientific laboratory technician,shopping_pos,8.6,0,42
F,Spencer,SD,57374,"Development worker, international aid",grocery_net,54.07,0,54
M,Indian Wells,CA,92210,Learning mentor,shopping_pos,5.99,0,71
F,Grassflat,PA,16839,Pension scheme manager,entertainment,12.53,0,70
M,Summerfield,TX,79085,Fisheries officer,misc_pos,43.58,0,34
F,Tupper Lake,NY,12986,Chartered loss adjuster,gas_transport,56.59,0,50
M,Newberg,OR,97132,Research scientist (physical sciences),misc_pos,19.25,0,49
F,Goreville,IL,62939,"Teacher, secondary school",food_dining,157.61,0,84
M,Norwalk,OH,44857,Copy,entertainment,44.59,0,56
F,Gibsonville,NC,27249,Arboriculturist,gas_transport,104.78,0,92
F,Adams,WI,53910,Sport and exercise psychologist,travel,7.27,0,80
F,Newhall,CA,91321,Health physicist,misc_net,162.36,0,55
M,Lamberton,MN,56152,Land/geomatics surveyor,shopping_pos,785.82,1,33
F,Greenwood,IN,46143,Financial adviser,home,56.58,0,58
M,Huntsville,AL,35811,Television production assistant,misc_pos,6.26,0,53
M,South Hero,VT,5486,Transport planner,health_fitness,75.08,0,35
M,Iliff,CO,80736,Community arts worker,shopping_net,5.86,0,57
M,Westport,KY,40077,Pensions consultant,misc_net,113.25,0,30
M,Cross Plains,TX,76443,Chief Operating Officer,misc_pos,2.35,0,73
F,University,MS,38677,Curator,kids_pets,9.6,0,25
M,Rock Tavern,NY,12575,Building surveyor,kids_pets,105.33,0,89
M,Harper,TX,78631,"Pharmacist, community",personal_care,73.34,0,33
M,Mesa,ID,83643,Cartographer,gas_transport,74.48,0,61
F,Garrattsville,NY,13342,Naval architect,gas_transport,69.2,0,81
M,Camden,MO,64017,Colour technologist,travel,3.9,0,67
F,Tulsa,OK,74131,"Teacher, special educational needs",shopping_pos,1.63,0,55
M,Big Creek,KY,40914,"Psychologist, forensic",personal_care,67.68,0,42
F,Amanda,OH,43102,Farm manager,grocery_net,35.52,0,34
M,Arcadia,MI,49613,"Designer, jewellery",shopping_pos,153.27,0,60
F,Harwood,MD,20776,Quantity surveyor,home,66.73,0,93
F,Mifflin,PA,17058,Mining engineer,misc_net,7.13,0,72
M,Carroll,NE,68723,Metallurgist,grocery_pos,111.43,0,51
F,Utica,MO,64686,Land/geomatics surveyor,home,17.59,0,54
F,Fields Landing,CA,95537,"Scientist, audiological",shopping_net,3.54,0,97
F,Knoxville,TN,37932,"Designer, industrial/product",home,70.31,0,32
F,Mount Morris,NY,14510,Acupuncturist,food_dining,60.47,0,68
F,Mobile,AL,36617,"Surveyor, land/geomatics",food_dining,149.15,0,54
F,Stirling,NJ,7980,Science writer,kids_pets,40.35,0,57
M,North Augusta,SC,29860,Secondary school teacher,shopping_pos,8.65,0,84
F,Thrall,TX,76578,Press sub,home,74.81,0,50
F,O Brien,TX,79539,Warden/ranger,gas_transport,58.63,0,43
M,Warren,MI,48088,"Doctor, hospital",gas_transport,51.04,0,46
F,O Brien,TX,79539,Warden/ranger,misc_net,7.69,0,43
M,Manderson,SD,57756,Volunteer coordinator,health_fitness,76.1,0,46
M,Vinton,CA,96135,Education administrator,kids_pets,111.21,0,60
F,Beaver Falls,PA,15010,Podiatrist,grocery_net,78.67,0,26
F,Sebring,FL,33872,Environmental consultant,kids_pets,11.52,0,40
M,Des Moines,IA,50314,Interior and spatial designer,health_fitness,68.47,0,45
F,Tyler,TX,75703,Sports development officer,personal_care,19.87,0,42
F,Norman,AR,71960,Manufacturing engineer,gas_transport,76.49,0,27
F,Phil Campbell,AL,35581,"Engineer, aeronautical",grocery_pos,114.37,0,74
M,Bridger,MT,59014,Chartered loss adjuster,personal_care,79.42,0,48
F,Colorado Springs,CO,80951,Museum/gallery exhibitions officer,misc_pos,191.92,0,34
M,Washington,DC,20012,"Optician, dispensing",food_dining,76.69,0,56
F,Cressona,PA,17929,Ecologist,personal_care,358.34,0,60
M,New Boston,IL,61272,Manufacturing engineer,shopping_pos,122.81,0,33
F,Centerview,MO,64019,Electronics engineer,shopping_net,5.79,0,37
M,Woodville,AL,35776,"Editor, commissioning",kids_pets,63.48,0,47
F,Mendon,UT,84325,"Scientist, audiological",misc_pos,3.52,0,63
F,Loxahatchee,FL,33470,Paramedic,travel,7.22,0,49
M,New Holstein,WI,53061,Child psychotherapist,shopping_pos,37.6,0,48
F,North Washington,PA,16048,Patent attorney,shopping_pos,7.71,0,72
F,Basye,VA,22810,"Engineer, mining",gas_transport,60.78,0,54
F,Phoenix,AZ,85020,Contractor,personal_care,5.13,0,45
F,Hudson,KS,67545,Probation officer,health_fitness,87.72,0,58
M,Alexandria,VA,22311,"Scientist, biomedical",health_fitness,6.35,0,35
F,Lowville,NY,13367,Theme park manager,home,163.73,0,35
F,Hinesburg,VT,5461,Claims inspector/assessor,gas_transport,47.33,0,28
F,Ronceverte,WV,24970,Statistician,grocery_pos,185.1,0,35
M,Port Charlotte,FL,33981,Quantity surveyor,grocery_net,34.26,0,42
M,San Diego,CA,92101,Comptroller,misc_pos,4.88,0,39
F,Brooklyn,NY,11217,Medical sales representative,travel,5.46,0,27
M,Highland,IN,46322,Community arts worker,grocery_pos,76.53,0,44
F,Fullerton,NE,68638,"Surveyor, mining",shopping_pos,1.51,0,53
F,Allentown,PA,18103,"Scientist, research (maths)",shopping_pos,9.59,0,28
M,Fort Washakie,WY,82514,Freight forwarder,health_fitness,74.95,0,50
M,Andrews,IN,46702,Retail banker,home,1.27,0,71
F,Meredith,CO,81642,Public relations account executive,grocery_pos,124.2,0,87
M,Coffeeville,MS,38922,Financial trader,grocery_net,24.21,0,42
F,Tampa,FL,33620,Waste management officer,kids_pets,143.84,0,60
F,American Fork,UT,84003,Futures trader,food_dining,41.2,0,34
F,Saint Amant,LA,70774,"Surveyor, rural practice",misc_net,27.63,0,49
M,South Londonderry,VT,5155,Scientific laboratory technician,entertainment,35.34,0,69
F,Phoenix,AZ,85086,Counselling psychologist,health_fitness,80.97,0,27
F,Newhall,CA,91321,Health physicist,food_dining,87.83,0,55
F,Rock Springs,WY,82901,Music therapist,grocery_net,65.62,0,42
M,Varnell,GA,30756,Pensions consultant,entertainment,2.4,0,82
M,Farmington,NY,14425,Cytogeneticist,gas_transport,82.31,0,74
M,Saint James City,FL,33956,Sport and exercise psychologist,grocery_pos,61.24,0,50
F,Mifflin,PA,17058,Mining engineer,grocery_pos,92.1,0,72
F,Dexter,KS,67038,"Buyer, industrial",home,63.9,0,68
M,West Harrison,NY,10604,Lexicographer,food_dining,50.69,0,49
M,June Lake,CA,93529,Health service manager,food_dining,101.85,0,99
F,Basye,VA,22810,"Engineer, mining",food_dining,19.39,0,54
M,Kensington,MD,20895,Operations geologist,shopping_net,5.03,0,50
F,Pembroke Township,IL,60958,"Psychotherapist, child",grocery_net,24.8,0,22
F,Centerview,MO,64019,Electronics engineer,personal_care,5.59,0,37
M,Rumely,MI,49826,Film/video editor,misc_net,105.76,0,36
F,Munith,MI,49259,Geophysicist/field seismologist,misc_net,1.07,0,38
M,Saint Bonaventure,NY,14778,Toxicologist,grocery_pos,102.43,0,52
F,Adams,WI,53910,Sport and exercise psychologist,kids_pets,170.77,0,80
F,Amanda,OH,43102,Farm manager,grocery_pos,201.1,0,34
M,San Diego,CA,92128,Chartered public finance accountant,kids_pets,25.13,0,67
F,Garrattsville,NY,13342,Naval architect,misc_pos,40.22,0,81
M,West Bethel,ME,4286,Chief Operating Officer,health_fitness,13.34,0,75
M,Moab,UT,84532,Location manager,home,14.88,0,37
F,Manistique,MI,49854,Trade mark attorney,shopping_net,3.65,0,47
F,Orient,WA,99160,Special educational needs teacher,shopping_pos,461.27,0,48
F,Birmingham,IA,52535,Camera operator,health_fitness,123.37,0,38
M,Des Moines,IA,50314,Interior and spatial designer,home,273.11,0,45
M,Dallas,TX,75210,Television camera operator,kids_pets,73.61,0,84
M,Harper,TX,78631,"Pharmacist, community",shopping_net,109.5,0,33
F,Cascade Locks,OR,97014,Barrister,gas_transport,54.76,0,90
F,Mansfield,OH,44902,Press photographer,home,47.22,0,58
F,Albany,NY,12222,"Designer, textile",home,2.9,0,87
M,Murfreesboro,TN,37132,"Journalist, newspaper",travel,2.3,0,48
F,Girard,GA,30426,"Conservator, museum/gallery",gas_transport,56.98,0,76
F,Umatilla,FL,32784,Private music teacher,shopping_net,3.84,0,40
M,Parsonsfield,ME,4047,Audiological scientist,food_dining,71.48,0,70
F,Louisville,KY,40202,Engineering geologist,health_fitness,29.85,0,74
F,Oran,IA,50664,Sports administrator,shopping_pos,91.05,0,54
F,Meridian,TX,76665,Phytotherapist,travel,9.3,0,56
F,Liberty Mills,IN,46946,Soil scientist,food_dining,78.98,0,73
F,Barneveld,NY,13304,IT trainer,gas_transport,67.9,0,32
F,Wilton,ND,58579,"Designer, ceramics/pottery",gas_transport,83.27,0,78
F,Diamond,OH,44412,"Engineer, biomedical",personal_care,156.54,0,43
F,Tupper Lake,NY,12986,Chartered loss adjuster,grocery_net,110.27,0,50
F,Eldridge,AL,35554,Politician's assistant,shopping_pos,1.23,0,40
M,Sachse,TX,75048,Site engineer,misc_pos,3.09,0,41
M,Athena,OR,97813,Dealer,shopping_pos,152.71,0,50
M,Newberg,OR,97132,Research scientist (physical sciences),grocery_pos,142.27,0,49
M,Beaverdam,OH,45808,Museum/gallery conservator,shopping_pos,139.6,0,48
M,Warren,MI,48088,"Doctor, hospital",shopping_pos,7.79,0,46
M,Dalton,WI,53926,Civil Service fast streamer,shopping_net,105.68,0,59
F,Saint Paul,MN,55128,Fisheries officer,personal_care,64.51,0,55
M,Bridger,MT,59014,Chartered loss adjuster,misc_pos,36.94,0,48
F,Burlington,WA,98233,Public house manager,shopping_net,439.76,0,52
F,Blackville,SC,29817,Technical brewer,shopping_pos,307.78,0,60
M,Denham Springs,LA,70726,Herbalist,grocery_net,31.78,0,32
F,Albany,NY,12222,"Designer, textile",gas_transport,75.79,0,87
F,Warren,OH,44483,Magazine features editor,food_dining,229.99,0,69
M,Wauchula,FL,33873,Teaching laboratory technician,grocery_pos,30.46,0,33
M,Elizabethtown,KY,42701,Surgeon,misc_pos,822.61,0,36
F,Riverview,MI,48193,Writer,grocery_pos,216.49,0,33
M,Hancock,MD,21750,Press photographer,shopping_pos,2.04,0,42
F,Bagley,WI,53801,Risk analyst,shopping_net,183.1,0,52
F,Allentown,PA,18103,"Scientist, research (maths)",gas_transport,55.6,0,28
M,Tyaskin,MD,21865,Music tutor,grocery_pos,106.32,0,61
F,Nobleboro,ME,4555,Financial trader,misc_net,3.64,0,50
M,Romulus,MI,48174,Police officer,home,116.9,0,55
F,Edisto Island,SC,29438,"Sales professional, IT",gas_transport,78.54,0,29
F,Jermyn,PA,18433,Training and development officer,misc_net,139.63,0,45
F,De Witt,AR,72042,Electrical engineer,grocery_pos,217.61,0,33
F,Rocky Mount,MO,65072,Tax inspector,shopping_pos,2.39,0,38
M,Topeka,KS,66616,Clinical cytogeneticist,shopping_pos,6.23,0,51
F,Winger,MN,56592,Applications developer,shopping_pos,20.61,0,60
F,Mc Cracken,KS,67556,Film/video editor,home,47.74,0,65
F,Philadelphia,PA,19149,Structural engineer,misc_pos,21.91,0,41
M,Utica,KS,67584,Product/process development scientist,kids_pets,95.83,0,64
M,Auburn,ME,4210,Tourist information centre manager,shopping_pos,5.7,0,68
M,Clarinda,IA,51632,IT trainer,grocery_pos,90.59,0,36
M,Arnold,MO,63010,Land/geomatics surveyor,health_fitness,55.06,0,41
F,Oakford,IL,62673,Transport planner,health_fitness,49.53,0,59
M,Livonia,MI,48154,Horticultural consultant,grocery_net,98.78,0,61
F,Delhi,LA,71232,Multimedia programmer,misc_pos,29.33,0,62
F,Mobile,AL,36617,"Surveyor, land/geomatics",shopping_pos,18.02,0,54
M,Rock Tavern,NY,12575,Building surveyor,home,7.28,0,89
F,Burrton,KS,67020,Gaffer,shopping_pos,193.59,0,29
M,Watertown,MN,55388,Licensed conveyancer,shopping_pos,4.91,0,67
F,Creedmoor,NC,27522,Chief Strategy Officer,misc_pos,6.3,0,39
F,North Wilkesboro,NC,28659,Dispensing optician,health_fitness,27.71,0,42
M,Turner,MT,59542,Further education lecturer,gas_transport,61.89,0,62
M,Mounds,OK,74047,Fitness centre manager,misc_net,13.84,0,44
F,Hurricane,WV,25526,Sub,personal_care,78.41,0,46
F,Issaquah,WA,98027,Osteopath,personal_care,32.27,0,42
F,Coleharbor,ND,58531,Make,personal_care,5.93,0,96
M,Mallie,KY,41836,Facilities manager,home,41.15,0,100
M,Andrews,NC,28901,Retail buyer,shopping_pos,2.09,0,61
M,Shippingport,PA,15077,Secretary/administrator,shopping_net,98.98,0,48
F,Norman,AR,71960,Manufacturing engineer,shopping_net,17.06,0,27
F,Clay Center,OH,43408,Insurance underwriter,travel,42.89,0,61
F,Bellmore,NY,11710,"Librarian, public",home,136.73,0,56
F,West Palm Beach,FL,33417,Historic buildings inspector/conservation officer,kids_pets,83.3,0,66
F,Baton Rouge,LA,70808,"Designer, furniture",grocery_net,31.73,0,49
F,Indianapolis,IN,46254,Firefighter,kids_pets,31.3,0,51
F,Houston,TX,77026,Animator,misc_net,5.49,0,43
M,Honokaa,HI,96727,Physiotherapist,travel,7.4,0,60
F,Grand Bay,AL,36541,"Scientist, physiological",grocery_pos,88.58,0,69
F,O Brien,TX,79539,Warden/ranger,misc_net,5.75,0,43
M,Johns Island,SC,29455,Materials engineer,shopping_pos,3.97,0,29
F,Des Moines,IA,50312,Wellsite geologist,shopping_pos,6.71,0,70
M,Springfield,VA,22151,Production engineer,health_fitness,48.3,0,76
M,Mc Intosh,SD,57641,"Designer, industrial/product",shopping_net,92.65,0,45
F,Ford,VA,23850,Chief Operating Officer,health_fitness,55.27,0,50
F,Pembroke Township,IL,60958,"Psychotherapist, child",misc_pos,55.69,0,22
M,June Lake,CA,93529,Health service manager,grocery_pos,115.91,0,99
F,Meridian,ID,83646,Intelligence analyst,misc_net,33.36,0,55
F,Darien,GA,31305,Tax adviser,shopping_pos,20.34,0,59
M,Palermo,ND,58769,Administrator,misc_pos,23.34,0,43
M,Meadville,MO,64659,Tourist information centre manager,shopping_pos,159.56,0,52
M,Howells,NE,68641,Research scientist (maths),shopping_pos,2.94,0,98
M,Wauchula,FL,33873,Teaching laboratory technician,shopping_net,6.6,0,33
M,Cuyahoga Falls,OH,44223,Equities trader,shopping_net,75.07,0,60
F,Brunson,SC,29911,Social researcher,shopping_net,8.81,0,52
F,Saint Paul,MN,55128,Fisheries officer,shopping_pos,212.17,0,55
F,Edisto Island,SC,29438,"Sales professional, IT",travel,1.32,0,29
F,Thompson,UT,84540,"Surveyor, minerals",kids_pets,15.18,0,39
F,Manchester,MD,21102,Clinical research associate,kids_pets,48.55,0,62
F,Orangeburg,NY,10962,Records manager,misc_pos,8.8,0,55
F,Cape Coral,FL,33909,Higher education careers adviser,shopping_pos,4.55,0,58
F,Sebring,FL,33872,Environmental consultant,kids_pets,9.94,0,40
F,Bradley,SC,29819,Research scientist (physical sciences),food_dining,8.0,0,42
F,North Loup,NE,68859,"Nurse, children's",gas_transport,59.38,0,46
M,Farmington,NY,14425,Cytogeneticist,entertainment,5.32,0,74
F,Houston,TX,77007,"Copywriter, advertising",shopping_pos,2.12,0,42
M,San Diego,CA,92128,Chartered public finance accountant,kids_pets,61.52,0,67
F,Brandon,VT,5733,"Scientist, marine",home,58.76,0,51
F,Gregory,AR,72059,"Lecturer, further education",personal_care,33.32,0,68
M,Ringwood,IL,60072,Outdoor activities/education manager,kids_pets,43.02,0,41
F,Atglen,PA,19310,Product manager,misc_pos,374.53,0,98
F,Meridian,TX,76665,Phytotherapist,travel,2.02,0,56
F,Mountain Center,CA,92561,"Therapist, music",personal_care,25.42,0,38
M,Key West,FL,33040,Town planner,travel,2.42,0,39
F,Sturgis,MS,39769,Medical physicist,personal_care,47.38,0,66
F,Independence,MO,64058,"Engineer, production",entertainment,3.96,0,34
F,Indianapolis,IN,46254,Firefighter,food_dining,25.1,0,51
F,Clarks Mills,PA,16114,Energy manager,shopping_pos,74.82,0,29
F,Shenandoah Junction,WV,25442,Systems developer,grocery_pos,113.88,0,60
M,New Holstein,WI,53061,Child psychotherapist,home,51.32,0,48
F,Grand Bay,AL,36541,"Scientist, physiological",misc_net,5.96,0,69
M,Smackover,AR,71762,Financial adviser,shopping_net,6.55,0,40
F,Orient,WA,99160,Special educational needs teacher,misc_pos,9.13,0,48
F,Girard,GA,30426,"Conservator, museum/gallery",home,30.66,0,76
M,Tekoa,WA,99033,Clothing/textile technologist,personal_care,34.72,0,27
F,Blooming Grove,TX,76626,Financial adviser,grocery_pos,75.62,0,48
M,Key West,FL,33040,Town planner,food_dining,81.98,0,39
F,Randolph,MN,55065,Barrister,misc_net,100.64,0,47
F,Creedmoor,NC,27522,Chief Strategy Officer,health_fitness,42.25,0,39
M,Orient,NY,11957,Video editor,home,82.92,0,58
M,Dieterich,IL,62424,"Psychologist, clinical",entertainment,47.84,0,64
F,Sutherland,NE,69165,Insurance broker,food_dining,1.77,0,44
M,Lonsdale,MN,55046,Chief Strategy Officer,shopping_pos,53.08,0,39
M,Huntsville,AL,35803,"Engineer, automotive",travel,8.83,0,67
F,Cottekill,NY,12419,Comptroller,home,61.11,0,36
M,Riverton,WY,82501,"Lecturer, higher education",entertainment,90.65,0,33
F,Corsica,PA,15829,Maintenance engineer,grocery_net,27.49,0,77
F,Brandon,FL,33510,Environmental consultant,personal_care,97.36,0,48
M,Sontag,MS,39665,"Librarian, academic",gas_transport,60.76,0,68
M,Mc Nabb,IL,61335,Audiological scientist,misc_pos,9.18,0,70
M,Grand Junction,TN,38039,Clothing/textile technologist,health_fitness,76.29,0,52
F,Indianapolis,IN,46254,Firefighter,misc_pos,18.09,0,51
M,Lahoma,OK,73754,Podiatrist,home,85.43,0,37
M,Hovland,MN,55606,Freight forwarder,shopping_net,14.47,0,25
F,Cowlesville,NY,14037,Colour technologist,personal_care,25.07,0,43
M,Grand Junction,TN,38039,Clothing/textile technologist,gas_transport,73.38,0,52
M,Hudson,NY,12534,Travel agency manager,misc_pos,19.72,0,28
F,Sherman,TX,75092,Systems developer,food_dining,42.0,0,56
M,Bridger,MT,59014,Chartered loss adjuster,personal_care,74.57,0,48
F,Irvine,KY,40336,"Editor, magazine features",gas_transport,71.34,0,67
F,Surrency,GA,31563,"Engineer, technical sales",shopping_net,8.07,0,100
M,Marienville,PA,16239,"Copywriter, advertising",kids_pets,91.96,0,64
F,Grimesland,NC,27837,Manufacturing systems engineer,grocery_net,82.92,0,33
M,Bessemer,AL,35022,Radio broadcast assistant,food_dining,60.97,0,37
M,Bolton,NC,28423,"Engineer, biomedical",shopping_pos,7.06,0,81
F,Loving,NM,88256,Educational psychologist,grocery_pos,118.72,0,74
F,Lowville,NY,13367,Theme park manager,gas_transport,75.47,0,35
F,Surrency,GA,31563,"Engineer, technical sales",travel,20.13,0,100
M,Cecilton,MD,21913,Podiatrist,health_fitness,47.65,0,57
M,Quanah,TX,79252,"Librarian, public",gas_transport,42.85,0,28
F,Annapolis,MD,21405,"Accountant, chartered certified",food_dining,86.94,0,83
F,Edisto Island,SC,29438,"Sales professional, IT",food_dining,1.77,0,29
F,Seligman,MO,65745,"Engineer, biomedical",grocery_pos,318.43,1,58
F,West Henrietta,NY,14586,"Teacher, primary school",home,26.29,0,58
F,Miamisburg,OH,45342,"Investment banker, corporate",travel,5.67,0,85
F,Manor,PA,15665,Public affairs consultant,grocery_pos,165.06,0,85
F,Coleharbor,ND,58531,Make,gas_transport,76.45,0,96
M,Kensington,MD,20895,Operations geologist,misc_pos,208.76,0,50
M,Andrews,IN,46702,Retail banker,gas_transport,96.81,0,71
F,Lawn,PA,17041,Special educational needs teacher,kids_pets,17.39,0,54
F,Manchester,MD,21102,Clinical research associate,home,5.28,0,62
F,Corona,CA,92882,Wellsite geologist,misc_net,15.66,0,60
F,East Andover,ME,4226,Animal nutritionist,gas_transport,53.98,0,56
M,Lamberton,MN,56152,Land/geomatics surveyor,misc_net,70.93,0,33
M,Marienville,PA,16239,"Copywriter, advertising",grocery_net,98.93,0,64
F,West Henrietta,NY,14586,"Teacher, primary school",grocery_net,93.53,0,58
F,Phoenix,AZ,85020,Contractor,grocery_net,70.05,0,45
M,Graniteville,VT,5654,Agricultural consultant,entertainment,90.51,0,33
F,Thompson,UT,84540,"Surveyor, minerals",food_dining,9.32,0,39
F,Manor,PA,15665,Public affairs consultant,entertainment,182.92,0,85
M,Greenville,OH,45331,Media planner,grocery_pos,44.48,0,55
M,Corriganville,MD,21524,Energy engineer,personal_care,32.53,0,66
F,Roma,TX,78584,IT trainer,food_dining,19.83,0,36
F,Mifflin,PA,17058,Mining engineer,misc_pos,6.39,0,72
F,Ridgeland,MS,39157,"Scientist, clinical (histocompatibility and immunogenetics)",kids_pets,22.45,0,60
F,Clearwater,FL,33760,"Geneticist, molecular",misc_net,3.15,0,47
M,Pueblo,CO,81005,Further education lecturer,personal_care,12.7,0,38
F,Washington Court House,OH,43160,Television floor manager,misc_net,28.71,0,87
M,Romulus,MI,48174,Police officer,entertainment,47.93,0,55
F,Florence,MS,39073,Fine artist,misc_pos,84.55,0,42
F,Dallas,TX,75218,"Designer, ceramics/pottery",grocery_net,66.97,0,51
M,Wittenberg,WI,54499,Senior tax professional/tax inspector,personal_care,254.96,0,72
M,Mount Saint Joseph,OH,45051,Exhibition designer,grocery_pos,101.1,0,52
M,Cord,AR,72524,"Designer, ceramics/pottery",grocery_pos,125.95,0,88
F,Lomax,IL,61454,Environmental consultant,personal_care,2.79,0,54
F,Cromona,KY,41810,Chief Financial Officer,travel,5.56,0,66
M,Pearlington,MS,39572,"Therapist, occupational",entertainment,9.73,0,68
M,Collettsville,NC,28611,Soil scientist,food_dining,67.15,0,38
M,Thida,AR,72165,Careers information officer,personal_care,6.52,0,26
M,Harrodsburg,IN,47434,Social researcher,home,35.25,0,71
F,Phoenix,AZ,85020,Contractor,misc_net,31.96,0,45
M,Oakland,CA,94619,Barista,shopping_net,3.42,0,52
M,Afton,MN,55001,Barrister's clerk,home,85.22,0,91
F,Meredith,CO,81642,Public relations account executive,misc_net,3.82,0,87
M,Melbourne,FL,32935,Database administrator,grocery_pos,108.46,0,69
M,Irwinton,GA,31042,Film/video editor,gas_transport,70.75,0,51
M,Cross Plains,TX,76443,Chief Operating Officer,misc_net,6.41,0,73
